2020/12/03 12:03:22,671 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.context.annotation.internalCommonAnnotationProcessor'
 -2020/12/03 12:03:23,702 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'simpleControllerHandlerAdapter'
 -2020/12/03 12:03:23,702 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'handlerExceptionResolver'
 -2020/12/03 12:03:23,702 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'handlerExceptionResolver' via factory method to bean named 'mvcContentNegotiationManager'
 -2020/12/03 12:03:23,702 [DEBUG]  [org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver] [restartedMain]- ControllerAdvice beans: 0 @ExceptionHandler, 1 ResponseBodyAdvice
 -2020/12/03 12:03:23,702 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'mvcViewResolver'
 -2020/12/03 12:03:23,717 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'mvcViewResolver' via factory method to bean named 'mvcContentNegotiationManager'
 -2020/12/03 12:03:23,717 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'themeResolver'
 -2020/12/03 12:03:23,717 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'flashMapManager'
 -2020/12/03 12:03:23,717 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'viewNameTranslator'
 -2020/12/03 12:03:23,717 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'defaultViewResolver'
 -2020/12/03 12:03:23,717 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'viewResolver'
 -2020/12/03 12:03:23,717 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'viewResolver' via factory method to bean named 'org.springframework.beans.factory.support.DefaultListableBeanFactory@3439b349'
 -2020/12/03 12:03:23,717 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'thymeleafViewResolver'
 -2020/12/03 12:03:23,717 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$ThymeleafWebMvcConfiguration$ThymeleafViewResolverConfiguration'
 -2020/12/03 12:03:23,717 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'spring.thymeleaf-org.springframework.boot.autoconfigure.thymeleaf.ThymeleafProperties'
 -2020/12/03 12:03:23,733 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'templateEngine'
 -2020/12/03 12:03:23,733 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$ThymeleafDefaultConfiguration'
 -2020/12/03 12:03:23,733 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'templateEngine' via factory method to bean named 'spring.thymeleaf-org.springframework.boot.autoconfigure.thymeleaf.ThymeleafProperties'
 -2020/12/03 12:03:23,733 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'defaultTemplateResolver'
 -2020/12/03 12:03:23,733 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration'
 -2020/12/03 12:03:23,749 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration' via constructor to bean named 'spring.thymeleaf-org.springframework.boot.autoconfigure.thymeleaf.ThymeleafProperties'
 -2020/12/03 12:03:23,749 [INFO ]  [com.zaxxer.hikari.HikariDataSource] [task-1]- HikariPool-1 - Starting...
 -2020/12/03 12:03:23,749 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration' via constructor to bean named 'org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@6c1cd737'
 -2020/12/03 12:03:23,749 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'java8TimeDialect'
 -2020/12/03 12:03:23,749 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$ThymeleafJava8TimeDialect'
 -2020/12/03 12:03:23,749 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'thymeleafViewResolver' via factory method to bean named 'spring.thymeleaf-org.springframework.boot.autoconfigure.thymeleaf.ThymeleafProperties'
 -2020/12/03 12:03:23,749 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'thymeleafViewResolver' via factory method to bean named 'templateEngine'
 -2020/12/03 12:03:23,749 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration'
 -2020/12/03 12:03:23,749 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration' via constructor to bean named 'environment'
 -2020/12/03 12:03:23,749 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'mbeanExporter'
 -2020/12/03 12:03:23,749 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'objectNamingStrategy'
 -2020/12/03 12:03:23,764 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'mbeanExporter' via factory method to bean named 'objectNamingStrategy'
 -2020/12/03 12:03:23,764 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'mbeanExporter' via factory method to bean named 'org.springframework.beans.factory.support.DefaultListableBeanFactory@3439b349'
 -2020/12/03 12:03:23,764 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'mbeanServer'
 -2020/12/03 12:03:23,764 [DEBUG]  [org.springframework.jmx.support.JmxUtils] [restartedMain]- Found MBeanServer: com.sun.jmx.mbeanserver.JmxMBeanServer@6ae40994
 -2020/12/03 12:03:23,764 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.admin.SpringApplicationAdminJmxAutoConfiguration'
 -2020/12/03 12:03:23,764 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'springApplicationAdminRegistrar'
 -2020/12/03 12:03:23,764 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'springApplicationAdminRegistrar' via factory method to bean named 'environment'
 -2020/12/03 12:03:23,780 [DEBUG]  [org.springframework.boot.admin.SpringApplicationAdminMXBeanRegistrar] [restartedMain]- Application Admin MBean registered with name 'org.springframework.boot:type=Admin,name=SpringApplication'
 -2020/12/03 12:03:23,780 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.aop.AopAutoConfiguration$AspectJAutoProxyingConfiguration$CglibAutoProxyConfiguration'
 -2020/12/03 12:03:23,780 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.aop.AopAutoConfiguration$AspectJAutoProxyingConfiguration'
 -2020/12/03 12:03:23,780 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.aop.AopAutoConfiguration'
 -2020/12/03 12:03:23,780 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.availability.ApplicationAvailabilityAutoConfiguration'
 -2020/12/03 12:03:23,780 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'applicationAvailability'
 -2020/12/03 12:03:23,780 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.transaction.jta.JtaAutoConfiguration'
 -2020/12/03 12:03:23,780 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jdbc.DataSourceJmxConfiguration$Hikari'
 -2020/12/03 12:03:23,780 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'org.springframework.boot.autoconfigure.jdbc.DataSourceJmxConfiguration$Hikari' via constructor to bean named 'dataSource'
 -2020/12/03 12:03:23,780 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jdbc.DataSourceJmxConfiguration'
 -2020/12/03 12:03:23,780 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jdbc.DataSourceAutoConfiguration$PooledDataSourceConfiguration'
 -2020/12/03 12:03:23,780 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jdbc.metadata.DataSourcePoolMetadataProvidersConfiguration'
 -2020/12/03 12:03:23,780 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jdbc.DataSourceInitializationConfiguration'
 -2020/12/03 12:03:23,780 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jdbc.DataSourceAutoConfiguration'
 -2020/12/03 12:03:23,780 [INFO ]  [com.zaxxer.hikari.HikariDataSource] [task-1]- HikariPool-1 - Start completed.
 -2020/12/03 12:03:23,780 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'transactionManager'
 -2020/12/03 12:03:23,780 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'platformTransactionManagerCustomizers'
 -2020/12/03 12:03:23,780 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration'
 -2020/12/03 12:03:23,780 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'spring.transaction-org.springframework.boot.autoconfigure.transaction.TransactionProperties'
 -2020/12/03 12:03:23,780 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.orm.jpa.DataSourceInitializedPublisher$DataSourceInitializationCompletionListener'
 -2020/12/03 12:03:23,780 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaAutoConfiguration'
 -2020/12/03 12:03:23,780 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.context.ConfigurationPropertiesAutoConfiguration'
 -2020/12/03 12:03:23,796 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.context.LifecycleAutoConfiguration'
 -2020/12/03 12:03:23,796 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'lifecycleProcessor'
 -2020/12/03 12:03:23,796 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'spring.lifecycle-org.springframework.boot.autoconfigure.context.LifecycleProperties'
 -2020/12/03 12:03:23,796 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'lifecycleProcessor' via factory method to bean named 'spring.lifecycle-org.springframework.boot.autoconfigure.context.LifecycleProperties'
 -2020/12/03 12:03:23,796 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.dao.PersistenceExceptionTranslationAutoConfiguration'
 -2020/12/03 12:03:23,796 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.data.jpa.util.JpaMetamodelCacheCleanup'
 -2020/12/03 12:03:23,796 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.data.jpa.repository.support.JpaEvaluationContextExtension'
 -2020/12/03 12:03:23,796 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.http.JacksonHttpMessageConvertersConfiguration'
 -2020/12/03 12:03:23,796 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.data.web.config.ProjectingArgumentResolverRegistrar'
 -2020/12/03 12:03:23,796 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.info.ProjectInfoAutoConfiguration'
 -2020/12/03 12:03:23,796 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'spring.info-org.springframework.boot.autoconfigure.info.ProjectInfoProperties'
 -2020/12/03 12:03:23,796 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'org.springframework.boot.autoconfigure.info.ProjectInfoAutoConfiguration' via constructor to bean named 'spring.info-org.springframework.boot.autoconfigure.info.ProjectInfoProperties'
 -2020/12/03 12:03:23,796 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jdbc.JdbcTemplateConfiguration'
 -2020/12/03 12:03:23,796 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'jdbcTemplate'
 -2020/12/03 12:03:23,796 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'spring.jdbc-org.springframework.boot.autoconfigure.jdbc.JdbcProperties'
 -2020/12/03 12:03:23,796 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'jdbcTemplate' via factory method to bean named 'dataSource'
 -2020/12/03 12:03:23,796 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'jdbcTemplate' via factory method to bean named 'spring.jdbc-org.springframework.boot.autoconfigure.jdbc.JdbcProperties'
 -2020/12/03 12:03:23,796 [INFO ]  [org.hibernate.dialect.Dialect] [task-1]- HHH000400: Using dialect: org.hibernate.dialect.MariaDB103Dialect
 -2020/12/03 12:03:23,811 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jdbc.NamedParameterJdbcTemplateConfiguration'
 -2020/12/03 12:03:23,811 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'namedParameterJdbcTemplate'
 -2020/12/03 12:03:23,811 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'namedParameterJdbcTemplate' via factory method to bean named 'jdbcTemplate'
 -2020/12/03 12:03:23,811 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jdbc.JdbcTemplateAutoConfiguration'
 -2020/12/03 12:03:23,811 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.security.servlet.SpringBootWebSecurityConfiguration'
 -2020/12/03 12:03:23,811 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'defaultSecurityFilterChain'
 -2020/12/03 12:03:23,811 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.security.config.annotation.web.configuration.HttpSecurityConfiguration'
 -2020/12/03 12:03:23,811 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.security.config.annotation.authentication.configuration.AuthenticationConfiguration'
 -2020/12/03 12:03:23,811 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'enableGlobalAuthenticationAutowiredConfigurer'
 -2020/12/03 12:03:23,827 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'enableGlobalAuthenticationAutowiredConfigurer' via factory method to bean named 'org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@6c1cd737'
 -2020/12/03 12:03:23,827 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'initializeUserDetailsBeanManagerConfigurer'
 -2020/12/03 12:03:23,827 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'initializeUserDetailsBeanManagerConfigurer' via factory method to bean named 'org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@6c1cd737'
 -2020/12/03 12:03:23,827 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'initializeAuthenticationProviderBeanManagerConfigurer'
 -2020/12/03 12:03:23,827 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'initializeAuthenticationProviderBeanManagerConfigurer' via factory method to bean named 'org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@6c1cd737'
 -2020/12/03 12:03:23,827 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'objectPostProcessor'
 -2020/12/03 12:03:23,827 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration'
 -2020/12/03 12:03:23,827 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'objectPostProcessor' via factory method to bean named 'org.springframework.beans.factory.support.DefaultListableBeanFactory@3439b349'
 -2020/12/03 12:03:23,827 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'authenticationManagerBuilder'
 -2020/12/03 12:03:23,827 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'authenticationManagerBuilder' via factory method to bean named 'objectPostProcessor'
 -2020/12/03 12:03:23,827 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'authenticationManagerBuilder' via factory method to bean named 'org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@6c1cd737'
 -2020/12/03 12:03:23,827 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'authenticationEventPublisher'
 -2020/12/03 12:03:23,827 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.security.servlet.SecurityAutoConfiguration'
 -2020/12/03 12:03:23,827 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'authenticationEventPublisher' via factory method to bean named 'org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@6c1cd737'
 -2020/12/03 12:03:23,842 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.security.servlet.WebSecurityEnablerConfiguration'
 -2020/12/03 12:03:23,842 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'inMemoryUserDetailsManager'
 -2020/12/03 12:03:23,842 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration'
 -2020/12/03 12:03:23,842 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'inMemoryUserDetailsManager' via factory method to bean named 'spring.security-org.springframework.boot.autoconfigure.security.SecurityProperties'
 -2020/12/03 12:03:23,842 [INFO ]  [org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration] [restartedMain]- 

Using generated security password: 8362188e-4014-439f-8aee-437815c1441d

 -2020/12/03 12:03:23,905 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'defaultSecurityFilterChain' via factory method to bean named 'org.springframework.security.config.annotation.web.configuration.HttpSecurityConfiguration.httpSecurity'
 -2020/12/03 12:03:23,952 [DEBUG]  [org.springframework.security.web.access.expression.ExpressionBasedFilterInvocationSecurityMetadataSource] [restartedMain]- Adding web access control expression [authenticated] for any request
 -2020/12/03 12:03:23,967 [INFO ]  [org.springframework.security.web.DefaultSecurityFilterChain] [restartedMain]- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@64b411ee, org.springframework.security.web.context.SecurityContextPersistenceFilter@72ed17f5, org.springframework.security.web.header.HeaderWriterFilter@1b22fe0d, org.springframework.security.web.csrf.CsrfFilter@1337607f, org.springframework.security.web.authentication.logout.LogoutFilter@30b0b247, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@5d26e15e, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@f53cb83, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@1233d0e6, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@10af0a2f, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@611a47b3, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@61328bdf, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7a254efd, org.springframework.security.web.session.SessionManagementFilter@6579a471, org.springframework.security.web.access.ExceptionTranslationFilter@391c0b92, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@2b361884]
 -2020/12/03 12:03:23,967 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.security.config.annotation.web.configuration.WebSecurityConfiguration'
 -2020/12/03 12:03:23,983 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'autowiredWebSecurityConfigurersIgnoreParents'
 -2020/12/03 12:03:23,983 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'autowiredWebSecurityConfigurersIgnoreParents' via factory method to bean named 'org.springframework.beans.factory.support.DefaultListableBeanFactory@3439b349'
 -2020/12/03 12:03:23,983 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'delegatingApplicationListener'
 -2020/12/03 12:03:23,983 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'springSecurityFilterChain'
 -2020/12/03 12:03:23,999 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'webSecurityExpressionHandler'
 -2020/12/03 12:03:23,999 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'privilegeEvaluator'
 -2020/12/03 12:03:23,999 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'requestDataValueProcessor'
 -2020/12/03 12:03:23,999 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.task.TaskSchedulingAutoConfiguration'
 -2020/12/03 12:03:23,999 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'taskSchedulerBuilder'
 -2020/12/03 12:03:23,999 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'spring.task.scheduling-org.springframework.boot.autoconfigure.task.TaskSchedulingProperties'
 -2020/12/03 12:03:23,999 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'taskSchedulerBuilder' via factory method to bean named 'spring.task.scheduling-org.springframework.boot.autoconfigure.task.TaskSchedulingProperties'
